Vernier Format 2
Untitled.sbl	14:40  Wednesday, April 03, 2019
Latest
Time	Transmittance	Absorbance
Time	%Trans	Abs
min	%	

0.000000000	97.341941833	0.011699994
0.008333334	97.341941833	0.011699994
0.016666668	97.341941833	0.011699994
0.025000002	97.341941833	0.011699994
0.033333335	97.364356995	0.011600000
0.041666668	97.341941833	0.011699994
0.050000004	97.341941833	0.011699994
0.058333337	97.341941833	0.011699994
0.066666670	97.341941833	0.011699994
0.075000003	97.341941833	0.011699994
0.083333336	97.341941833	0.011699994
0.091666669	97.341941833	0.011699994
0.100000009	97.319526672	0.011800012
0.108333342	97.319526672	0.011800012
0.116666675	97.319526672	0.011800012
0.125000000	97.319526672	0.011800012
0.133333340	97.319526672	0.011800012
0.141666681	97.297126770	0.011899984
0.150000006	97.319526672	0.011800012
0.158333346	97.297126770	0.011899984
0.166666672	97.319526672	0.011800012
0.175000012	97.319526672	0.011800012
0.183333337	97.297126770	0.011899984
0.191666678	97.297126770	0.011899984
0.200000018	97.297126770	0.011899984
0.208333343	97.297126770	0.011899984
0.216666684	97.297126770	0.011899984
0.225000009	97.297126770	0.011899984
0.233333349	97.274719238	0.012000014
0.241666675	97.274719238	0.012000014
0.250000000	97.274719238	0.012000014
0.258333355	97.274719238	0.012000014
0.266666681	97.274719238	0.012000014
0.275000006	97.297126770	0.011899984
0.283333361	97.274719238	0.012000014
0.291666687	97.297126770	0.011899984
0.300000012	97.274719238	0.012000014
0.308333337	97.274719238	0.012000014
0.316666692	97.274719238	0.012000014
0.325000018	97.274719238	0.012000014
0.333333343	97.297126770	0.011899984
0.341666698	97.274719238	0.012000014
0.350000024	97.274719238	0.012000014
0.358333349	97.274719238	0.012000014
0.366666675	97.274719238	0.012000014
0.375000030	97.274719238	0.012000014
0.383333355	97.274719238	0.012000014
0.391666681	97.252326965	0.012099998
0.400000036	97.252326965	0.012099998
0.408333361	97.252326965	0.012099998
0.416666687	97.229934692	0.012200006
0.425000012	97.229934692	0.012200006
0.433333367	97.229934692	0.012200006
