Vernier Format 2
Untitled.sbl	15:22  Wednesday, April 03, 2019
Latest
Time	Transmittance	Absorbance
Time	%Trans	Abs
min	%	

0.000000000	94.623718262	0.023999991
0.008333334	94.623718262	0.023999991
0.016666668	94.623718262	0.023999991
0.025000002	94.623718262	0.023999991
0.033333335	94.623718262	0.023999991
0.041666668	94.623718262	0.023999991
0.050000004	94.623718262	0.023999991
0.058333337	94.623718262	0.023999991
0.066666670	94.623718262	0.023999991
0.075000003	94.623718262	0.023999991
0.083333336	94.623718262	0.023999991
0.091666669	94.623718262	0.023999991
0.100000009	94.623718262	0.023999991
0.108333342	94.623718262	0.023999991
0.116666675	94.623718262	0.023999991
0.125000000	94.623718262	0.023999991
0.133333340	94.623718262	0.023999991
0.141666681	94.623718262	0.023999991
0.150000006	94.623718262	0.023999991
0.158333346	94.623718262	0.023999991
0.166666672	94.623718262	0.023999991
0.175000012	94.623718262	0.023999991
0.183333337	94.623718262	0.023999991
0.191666678	94.623718262	0.023999991
0.200000018	94.623718262	0.023999991
0.208333343	94.623718262	0.023999991
0.216666684	94.623718262	0.023999991
0.225000009	94.623718262	0.023999991
0.233333349	94.623718262	0.023999991
0.241666675	94.645507813	0.023899995
0.250000000	94.623718262	0.023999991
0.258333355	94.645507813	0.023899995
0.266666681	94.645507813	0.023899995
0.275000006	94.623718262	0.023999991
0.283333361	94.623718262	0.023999991
0.291666687	94.623718262	0.023999991
0.300000012	94.623718262	0.023999991
0.308333337	94.623718262	0.023999991
0.316666692	94.623718262	0.023999991
0.325000018	94.623718262	0.023999991
0.333333343	94.623718262	0.023999991
0.341666698	94.623718262	0.023999991
0.350000024	94.623718262	0.023999991
0.358333349	94.623718262	0.023999991
0.366666675	94.623718262	0.023999991
0.375000030	94.623718262	0.023999991
0.383333355	94.623718262	0.023999991
0.391666681	94.623718262	0.023999991
0.400000036	94.623718262	0.023999991
0.408333361	94.623718262	0.023999991
0.416666687	94.623718262	0.023999991
0.425000012	94.623718262	0.023999991
0.433333367	94.601928711	0.024100009
