Vernier Format 2
Untitled.sbl	16:33  Monday, March 25, 2019
Latest
Time	Transmittance	Absorbance
Time	%Trans	Abs
min	%	

42.066669464	96.094825745	0.017299997
42.100002289	96.116950989	0.017200014
42.133335114	96.116950989	0.017200014
42.166667938	96.116950989	0.017200014
42.200000763	96.116950989	0.017200014
42.233337402	96.139091492	0.017099986
42.266670227	96.139091492	0.017099986
42.300003052	96.161224365	0.017000016
42.333335876	96.183372498	0.016899999
42.366668701	96.183372498	0.016899999
42.400001526	96.183372498	0.016899999
42.433334351	96.205520630	0.016800005
42.466667175	96.205520630	0.016800005
42.500003815	96.205520630	0.016800005
42.533336639	96.227676392	0.016700001
42.566669464	96.227676392	0.016700001
42.600002289	96.249839783	0.016599985
42.633335114	96.249839783	0.016599985
42.666667938	96.249839783	0.016599985
42.700000763	96.272003174	0.016499992
42.733337402	96.294174194	0.016399987
42.766670227	96.294174194	0.016399987
42.800003052	96.294174194	0.016399987
42.833335876	96.294174194	0.016399987
42.866668701	96.316345215	0.016300006
42.900001526	96.316345215	0.016300006
42.933334351	96.316345215	0.016300006
42.966667175	96.294174194	0.016399987
43.000003815	96.094825745	0.017299997
43.033336639	96.094825745	0.017299997
43.066669464	96.094825745	0.017299997
43.100002289	96.116950989	0.017200014
43.133335114	96.116950989	0.017200014
43.166667938	96.116950989	0.017200014
43.200000763	96.139091492	0.017099986
43.233337402	96.161224365	0.017000016
43.266670227	96.161224365	0.017000016
43.300003052	96.183372498	0.016899999
43.333335876	96.183372498	0.016899999
43.366668701	96.205520630	0.016800005
43.400001526	96.227676392	0.016700001
43.433334351	96.227676392	0.016700001
43.466667175	96.249839783	0.016599985
43.500003815	96.272003174	0.016499992
43.533336639	96.249839783	0.016599985
43.566669464	96.249839783	0.016599985
43.600002289	96.249839783	0.016599985
43.633335114	96.249839783	0.016599985
43.666667938	96.272003174	0.016499992
43.700000763	96.272003174	0.016499992
43.733337402	96.272003174	0.016499992
43.766670227	96.272003174	0.016499992
43.800003052	96.272003174	0.016499992
43.833335876	96.294174194	0.016399987
43.866668701	96.294174194	0.016399987
43.900001526	96.294174194	0.016399987
43.933334351	96.294174194	0.016399987
43.966667175	96.294174194	0.016399987
44.000003815	96.316345215	0.016300006
44.033336639	96.316345215	0.016300006
44.066669464	96.316345215	0.016300006
44.100002289	96.316345215	0.016300006
44.133335114	96.338523865	0.016200012
44.166667938	96.360710144	0.016100008
44.200000763	96.360710144	0.016100008
44.233337402	96.382904053	0.015999993
44.266670227	96.382904053	0.015999993
44.300003052	96.382904053	0.015999993
44.333335876	96.405097961	0.015899999
44.366668701	96.405097961	0.015899999
44.400001526	96.427299500	0.015799996
44.433334351	96.427299500	0.015799996
44.466667175	96.427299500	0.015799996
44.500003815	96.449501038	0.015700014
44.533336639	96.471717834	0.015599988
44.566669464	96.471717834	0.015599988
